year,month,rainfall,date
1963,7,25.7,1963-07-01
1963,8,136.39999999999998,1963-08-01
1963,9,105.0,1963-09-01
1963,10,79.5,1963-10-01
1963,11,236.9,1963-11-01
1963,12,21.2,1963-12-01
1964,1,2.0,1964-01-01
1964,2,237.6,1964-02-01
1964,3,193.4,1964-03-01
1964,4,32.75,1964-04-01
1964,5,6.5,1964-05-01
1964,6,19.55,1964-06-01
1964,7,31.2,1964-07-01
1964,8,10.8,1964-08-01
1964,9,48.6,1964-09-01
1964,10,83.2,1964-10-01
1964,11,23.4,1964-11-01
1964,12,67.2,1964-12-01
1965,1,44.6,1965-01-01
1965,2,0.0,1965-02-01
1965,3,105.15,1965-03-01
1965,4,6.6,1965-04-01
1965,5,40.35,1965-05-01
1965,6,66.25,1965-06-01
1965,7,5.4,1965-07-01
1965,8,106.75,1965-08-01
1965,9,213.39999999999998,1965-09-01
1965,10,210.65,1965-10-01
1965,11,102.0,1965-11-01
1965,12,19.6,1965-12-01
1966,1,25.2,1966-01-01
1966,2,219.75,1966-02-01
1966,3,28.200000000000003,1966-03-01
1966,4,167.05,1966-04-01
1966,5,35.8,1966-05-01
1966,6,19.0,1966-06-01
1966,7,26.6,1966-07-01
1966,8,31.0,1966-08-01
1966,9,132.4,1966-09-01
1966,10,313.0,1966-10-01
1966,11,101.2,1966-11-01
1966,12,77.0,1966-12-01
1967,1,10.8,1967-01-01
1967,2,36.2,1967-02-01
1967,3,51.8,1967-03-01
1967,4,62.6,1967-04-01
1967,5,23.4,1967-05-01
1967,6,103.6,1967-06-01
1967,7,4.4,1967-07-01
1967,8,51.6,1967-08-01
1967,9,55.25,1967-09-01
1967,10,16.35,1967-10-01
1967,11,195.95,1967-11-01
1967,12,21.25,1967-12-01
1968,1,0.8,1968-01-01
1968,2,157.8,1968-02-01
1968,3,49.4,1968-03-01
1968,4,76.55000000000001,1968-04-01
1968,5,54.8,1968-05-01
1968,6,29.85,1968-06-01
1968,7,50.0,1968-07-01
1968,8,80.6,1968-08-01
1968,9,145.4,1968-09-01
1968,10,53.400000000000006,1968-10-01
1968,11,158.2,1968-11-01
1968,12,86.4,1968-12-01
1969,1,141.2,1969-01-01
1969,2,87.0,1969-02-01
1969,3,85.4,1969-03-01
1969,4,60.0,1969-04-01
1969,5,90.6,1969-05-01
1969,6,42.2,1969-06-01
1969,7,13.0,1969-07-01
1969,8,21.6,1969-08-01
1969,9,98.4,1969-09-01
1969,10,0.0,1969-10-01
1969,11,66.0,1969-11-01
1969,12,21.8,1969-12-01
1970,1,188.0,1970-01-01
1970,2,25.0,1970-02-01
1970,3,31.2,1970-03-01
