year,month,rainfall,date
1965,2,8.95,1965-02-01
1965,3,200.05,1965-03-01
1965,4,23.8,1965-04-01
1965,5,37.0,1965-05-01
1965,6,46.4,1965-06-01
1965,7,4.2,1965-07-01
1965,8,85.19999999999999,1965-08-01
1965,9,189.14999999999998,1965-09-01
1965,10,41.849999999999994,1965-10-01
1965,11,204.0,1965-11-01
1965,12,170.8,1965-12-01
1966,1,81.2,1966-01-01
1966,2,131.7,1966-02-01
1966,3,24.6,1966-03-01
1966,4,118.6,1966-04-01
1966,5,47.2,1966-05-01
1966,6,44.8,1966-06-01
1966,7,63.8,1966-07-01
1966,8,60.4,1966-08-01
1966,9,122.60000000000001,1966-09-01
1966,10,535.25,1966-10-01
1966,11,265.55,1966-11-01
1966,12,156.2,1966-12-01
1967,1,110.6,1967-01-01
1967,2,54.55,1967-02-01
1967,3,94.05000000000001,1967-03-01
1967,4,71.8,1967-04-01
1967,5,50.150000000000006,1967-05-01
1967,6,67.85,1967-06-01
1967,7,5.8,1967-07-01
1967,8,51.2,1967-08-01
1967,9,163.2,1967-09-01
1967,10,54.0,1967-10-01
1967,11,153.4,1967-11-01
1967,12,86.35,1967-12-01
1968,1,52.05,1968-01-01
1968,2,421.35,1968-02-01
1968,3,43.4,1968-03-01
1968,4,91.30000000000001,1968-04-01
1968,5,127.65,1968-05-01
1968,6,76.6,1968-06-01
1968,7,109.8,1968-07-01
1968,8,82.4,1968-08-01
1968,9,151.0,1968-09-01
1968,10,271.0,1968-10-01
1968,11,371.55,1968-11-01
1968,12,166.8,1968-12-01
1969,1,285.8,1969-01-01
1969,2,198.0,1969-02-01
1969,3,107.65,1969-03-01
1969,4,72.30000000000001,1969-04-01
1969,5,52.85,1969-05-01
1969,6,64.4,1969-06-01
1969,7,5.8,1969-07-01
1969,8,18.450000000000003,1969-08-01
1969,9,275.4,1969-09-01
1969,10,2.35,1969-10-01
1969,11,224.95,1969-11-01
1969,12,60.05,1969-12-01
1970,1,295.75,1970-01-01
1970,2,54.0,1970-02-01
1970,3,188.75,1970-03-01
1970,4,27.65,1970-04-01
1970,5,112.8,1970-05-01
1970,6,37.4,1970-06-01
1970,7,9.0,1970-07-01
1970,8,97.0,1970-08-01
1970,9,21.75,1970-09-01
1970,10,45.849999999999994,1970-10-01
1970,11,162.55,1970-11-01
1970,12,129.75,1970-12-01
1971,1,206.8,1971-01-01
1971,2,50.7,1971-02-01
1971,3,191.8,1971-03-01
1971,4,130.4,1971-04-01
1971,5,233.65,1971-05-01
1971,6,60.35,1971-06-01
1971,7,5.0,1971-07-01
1971,8,5.8,1971-08-01
1971,9,122.8,1971-09-01
1971,10,31.8,1971-10-01
1971,11,217.35000000000002,1971-11-01
1971,12,49.5,1971-12-01
1972,1,129.0,1972-01-01
1972,2,245.65,1972-02-01
1972,3,97.05,1972-03-01
1972,4,62.4,1972-04-01
1972,5,117.65,1972-05-01
1972,6,85.15,1972-06-01
1972,7,34.2,1972-07-01
1972,8,25.0,1972-08-01
1972,9,195.0,1972-09-01
1972,10,149.8,1972-10-01
1972,11,143.95,1972-11-01
1972,12,124.95,1972-12-01
1973,1,151.95,1973-01-01
1973,2,108.55,1973-02-01
1973,3,45.8,1973-03-01
1973,4,71.8,1973-04-01
1973,5,22.2,1973-05-01
1973,6,114.0,1973-06-01
1973,7,18.2,1973-07-01
1973,8,31.549999999999997,1973-08-01
1973,9,124.7,1973-09-01
1973,10,80.55,1973-10-01
1973,11,59.900000000000006,1973-11-01
1973,12,120.7,1973-12-01
1974,1,117.55,1974-01-01
1974,2,164.85000000000002,1974-02-01
1974,3,103.0,1974-03-01
1974,4,187.7,1974-04-01
1974,5,56.099999999999994,1974-05-01
1974,6,72.2,1974-06-01
1974,7,10.0,1974-07-01
1974,8,13.1,1974-08-01
1974,9,85.25,1974-09-01
1974,10,135.0,1974-10-01
1974,11,96.8,1974-11-01
1974,12,23.2,1974-12-01
1975,1,173.2,1975-01-01
1975,2,120.6,1975-02-01
1975,3,205.9,1975-03-01
1975,4,127.69999999999999,1975-04-01
