year,month,rainfall,date
1938,12,94.7,1938-12-01
1939,1,254.2,1939-01-01
1939,2,41.4,1939-02-01
1939,3,49.4,1939-03-01
1939,4,91.8,1939-04-01
1939,5,156.9,1939-05-01
1939,6,14.4,1939-06-01
1939,7,10.5,1939-07-01
1939,8,92.8,1939-08-01
1939,9,152.5,1939-09-01
1939,10,108.3,1939-10-01
1939,11,147.3,1939-11-01
1939,12,175.8,1939-12-01
1940,1,45.0,1940-01-01
1940,2,205.4,1940-02-01
1940,3,99.6,1940-03-01
1940,4,48.6,1940-04-01
1940,5,172.3,1940-05-01
1940,6,116.5,1940-06-01
1940,7,49.1,1940-07-01
1940,8,8.4,1940-08-01
1940,9,47.5,1940-09-01
1940,10,191.8,1940-10-01
1940,11,344.6,1940-11-01
1940,12,3.9,1940-12-01
1941,1,255.3,1941-01-01
1941,2,297.6,1941-02-01
1941,3,194.1,1941-03-01
1941,4,136.0,1941-04-01
1941,5,113.1,1941-05-01
1941,6,107.1,1941-06-01
1941,7,24.4,1941-07-01
1941,8,10.7,1941-08-01
1941,9,54.6,1941-09-01
1941,10,84.0,1941-10-01
1941,11,148.7,1941-11-01
1941,12,75.0,1941-12-01
1942,1,92.9,1942-01-01
1942,2,120.6,1942-02-01
1942,3,122.9,1942-03-01
1942,4,107.8,1942-04-01
1942,5,125.4,1942-05-01
1942,6,121.5,1942-06-01
1942,7,27.9,1942-07-01
1942,8,12.7,1942-08-01
1942,9,172.6,1942-09-01
1942,10,115.2,1942-10-01
1942,11,83.0,1942-11-01
1942,12,189.2,1942-12-01
1945,1,87.0,1945-01-01
1945,2,44.6,1945-02-01
1945,3,61.8,1945-03-01
1945,4,50.3,1945-04-01
1945,5,82.3,1945-05-01
1945,6,0.0,1945-06-01
1945,7,0.0,1945-07-01
1945,8,52.2,1945-08-01
1945,9,57.7,1945-09-01
1945,10,139.5,1945-10-01
1945,11,111.4,1945-11-01
1945,12,217.8,1945-12-01
1951,1,235.575,1951-01-01
1951,2,323.70000000000005,1951-02-01
1951,3,222.65,1951-03-01
1951,4,40.675,1951-04-01
1951,5,140.025,1951-05-01
1951,6,51.425,1951-06-01
1951,7,19.65,1951-07-01
1951,8,19.725,1951-08-01
1951,9,53.425,1951-09-01
1951,10,135.55,1951-10-01
1951,11,275.525,1951-11-01
1951,12,213.75,1951-12-01
1952,1,103.65,1952-01-01
1952,2,76.525,1952-02-01
1952,3,44.425,1952-03-01
1952,4,108.95,1952-04-01
1952,5,60.900000000000006,1952-05-01
1952,6,19.6,1952-06-01
1952,7,81.2,1952-07-01
1952,8,180.575,1952-08-01
1952,9,145.625,1952-09-01
1952,10,239.225,1952-10-01
1952,11,125.57499999999999,1952-11-01
1952,12,211.325,1952-12-01
1953,1,27.025,1953-01-01
1953,2,24.35,1953-02-01
1953,3,21.3,1953-03-01
1953,4,89.925,1953-04-01
1953,5,86.05,1953-05-01
1953,6,53.025,1953-06-01
1953,7,77.875,1953-07-01
1953,8,24.6,1953-08-01
1953,9,166.25,1953-09-01
1953,10,338.5,1953-10-01
1953,11,50.150000000000006,1953-11-01
1953,12,228.3,1953-12-01
1954,1,114.7,1954-01-01
1954,2,146.075,1954-02-01
1954,3,146.55,1954-03-01
1954,4,212.525,1954-04-01
1954,5,160.65,1954-05-01
1954,6,49.65,1954-06-01
1954,7,124.39999999999999,1954-07-01
1954,8,64.25,1954-08-01
1954,9,60.75,1954-09-01
1954,10,264.775,1954-10-01
1954,11,317.475,1954-11-01
1954,12,211.0,1954-12-01
1955,1,172.175,1955-01-01
1955,2,253.8,1955-02-01
1955,3,137.4,1955-03-01
1955,4,1.2,1955-04-01
1955,5,86.5,1955-05-01
1955,6,47.099999999999994,1955-06-01
1955,7,35.6,1955-07-01
1955,8,26.0,1955-08-01
1955,9,92.45,1955-09-01
1955,10,143.4,1955-10-01
1955,11,139.025,1955-11-01
1955,12,306.4,1955-12-01
1956,1,175.0,1956-01-01
1956,2,58.225,1956-02-01
1956,3,111.95,1956-03-01
1956,4,283.25,1956-04-01
1956,5,49.625,1956-05-01
1956,6,44.025,1956-06-01
1956,7,28.85,1956-07-01
1956,8,9.75,1956-08-01
1956,9,131.95,1956-09-01
1956,10,41.25,1956-10-01
1956,11,143.5,1956-11-01
1956,12,92.525,1956-12-01
1957,1,115.75,1957-01-01
1957,2,168.95,1957-02-01
1957,3,96.95,1957-03-01
1957,4,163.4,1957-04-01
1957,5,153.2,1957-05-01
1957,6,46.7,1957-06-01
1957,7,46.5,1957-07-01
1957,8,13.350000000000001,1957-08-01
1957,9,29.15,1957-09-01
1957,10,78.65,1957-10-01
1957,11,241.55,1957-11-01
1957,12,213.15,1957-12-01
1958,1,134.5,1958-01-01
1958,2,84.0,1958-02-01
1958,3,99.85,1958-03-01
1958,4,144.6,1958-04-01
1958,5,35.400000000000006,1958-05-01
1958,6,45.425,1958-06-01
1958,7,34.275,1958-07-01
1958,8,64.6,1958-08-01
1958,9,51.925,1958-09-01
1958,10,211.675,1958-10-01
1958,11,107.80000000000001,1958-11-01
1958,12,367.9,1958-12-01
1959,1,92.825,1959-01-01
1959,2,6.325,1959-02-01
1959,3,101.75,1959-03-01
1959,4,141.2,1959-04-01
1959,5,109.4,1959-05-01
1959,6,26.849999999999998,1959-06-01
1959,7,64.1,1959-07-01
1959,8,203.4,1959-08-01
1959,9,45.875,1959-09-01
1959,10,212.875,1959-10-01
1959,11,287.9,1959-11-01
1959,12,361.45,1959-12-01
1960,1,99.15,1960-01-01
1960,2,238.15,1960-02-01
1960,3,194.375,1960-03-01
1960,4,31.075,1960-04-01
1960,5,7.5,1960-05-01
1960,6,75.5,1960-06-01
1960,7,49.55,1960-07-01
1960,8,34.0,1960-08-01
1960,9,205.9,1960-09-01
1960,10,351.225,1960-10-01
1960,11,378.85,1960-11-01
1960,12,297.45,1960-12-01
1961,1,231.22500000000002,1961-01-01
1961,2,47.0,1961-02-01
1961,3,28.125,1961-03-01
1961,4,162.275,1961-04-01
1961,5,73.75,1961-05-01
1961,6,106.975,1961-06-01
1961,7,34.05,1961-07-01
1961,8,21.3,1961-08-01
1961,9,89.3,1961-09-01
1961,10,214.0,1961-10-01
1961,11,317.7,1961-11-01
1961,12,133.325,1961-12-01
1962,1,91.825,1962-01-01
1962,2,94.9,1962-02-01
1962,3,159.75,1962-03-01
1962,4,145.225,1962-04-01
1962,5,73.025,1962-05-01
1962,6,23.75,1962-06-01
1962,7,2.7750000000000004,1962-07-01
1962,8,0.0,1962-08-01
1962,9,66.4,1962-09-01
1962,10,130.65,1962-10-01
1962,11,222.375,1962-11-01
1962,12,134.77499999999998,1962-12-01
1963,1,232.47500000000002,1963-01-01
1963,2,143.6,1963-02-01
1963,3,223.6,1963-03-01
1963,4,119.675,1963-04-01
1963,5,73.2,1963-05-01
1963,6,122.15,1963-06-01
1963,7,35.1,1963-07-01
1963,8,147.9,1963-08-01
1963,9,149.7,1963-09-01
1963,10,107.875,1963-10-01
1963,11,238.725,1963-11-01
1963,12,122.6,1963-12-01
1964,1,43.599999999999994,1964-01-01
1964,2,280.65,1964-02-01
1964,3,203.5,1964-03-01
1964,4,201.45,1964-04-01
1964,5,49.199999999999996,1964-05-01
1964,6,51.775,1964-06-01
1964,7,63.2,1964-07-01
1964,8,40.3,1964-08-01
1964,9,20.9,1964-09-01
1964,10,379.55,1964-10-01
1964,11,103.45,1964-11-01
1964,12,234.825,1964-12-01
