time_regular,rainfall_regular,rainfall_no_ss
1908-10-01,102.7,-65.27149122807022
1908-11-01,64.9,-105.28405172413781
1908-12-01,126.2,-24.946581196581164
1909-01-01,98.4,-26.868487394958024
1909-02-01,46.0,-65.43983050847461
1909-03-01,234.7,119.03898305084748
1909-04-01,17.9,-74.93534482758619
1909-05-01,44.0,-43.41782608695654
1909-06-01,164.6,100.07068965517239
1909-07-01,63.8,26.80862068965517
1909-08-01,64.7,12.476521739130433
1909-09-01,38.8,-70.75789473684215
1909-10-01,166.1,-1.8714912280702265
1909-11-01,64.3,-105.88405172413782
1909-12-01,391.2,240.05341880341882
1910-01-01,141.9,16.631512605041976
1910-02-01,96.7,-14.739830508474611
1910-03-01,43.1,-72.5610169491525
1910-04-01,95.1,2.2646551724138106
1910-05-01,38.1,-49.317826086956536
1910-06-01,66.5,1.970689655172393
1910-07-01,13.3,-23.691379310344825
1910-08-01,67.8,15.576521739130428
1910-09-01,105.5,-4.057894736842144
1910-10-01,96.1,-71.87149122807023
1910-11-01,302.3,132.1159482758622
1910-12-01,262.7,111.55341880341882
1911-01-01,14.6,-110.66848739495803
1911-02-01,27.6,-83.83983050847462
1911-03-01,171.3,55.6389830508475
1911-04-01,69.6,-23.23534482758619
1911-05-01,122.7,35.282173913043465
1911-06-01,205.2,140.6706896551724
1911-07-01,4.2,-32.79137931034482
1911-08-01,38.7,-13.523478260869567
1911-09-01,152.8,43.24210526315787
1911-10-01,108.0,-59.97149122807022
1911-11-01,273.7,103.51594827586217
1911-12-01,160.0,8.853418803418833
1912-01-01,162.2,36.93151260504196
1912-02-01,296.0,184.5601694915254
1912-03-01,167.1,51.43898305084748
1912-04-01,78.6,-14.23534482758619
1912-05-01,62.8,-24.61782608695654
1912-06-01,92.2,27.670689655172396
1912-07-01,40.8,3.8086206896551715
1912-08-01,61.3,9.076521739130428
1912-09-01,121.0,11.442105263157856
1912-10-01,169.7,1.7285087719297678
1912-11-01,107.2,-62.984051724137814
1912-12-01,117.0,-34.14658119658117
1913-01-01,96.6,-28.668487394958035
1913-02-01,18.5,-92.93983050847461
1913-03-01,156.4,40.738983050847494
1913-04-01,235.8,142.9646551724138
1913-05-01,25.4,-62.01782608695654
1913-06-01,70.8,6.27068965517239
1913-07-01,46.0,9.008620689655174
1913-08-01,7.6,-44.62347826086957
1913-09-01,257.0,147.44210526315786
1913-10-01,185.8,17.82850877192979
1913-11-01,186.0,15.815948275862183
1913-12-01,36.0,-115.14658119658117
1914-01-01,32.5,-92.76848739495803
1914-02-01,167.1,55.66016949152538
1914-03-01,255.5,139.8389830508475
1914-04-01,16.4,-76.43534482758619
1914-05-01,161.6,74.18217391304346
1914-06-01,61.5,-3.029310344827607
1914-07-01,16.8,-20.191379310344825
1914-08-01,61.6,9.376521739130432
1914-09-01,75.0,-34.557894736842144
1914-10-01,369.5,201.52850877192978
1914-11-01,68.3,-101.88405172413782
1914-12-01,248.6,97.45341880341883
1915-01-01,173.0,47.73151260504197
1915-02-01,296.4,184.96016949152536
1915-03-01,149.5,33.83898305084749
1915-04-01,62.7,-30.13534482758618
1915-05-01,197.4,109.98217391304347
1915-06-01,193.3,128.77068965517242
1915-07-01,35.9,-1.091379310344827
1915-08-01,9.7,-42.52347826086957
1915-09-01,94.0,-15.557894736842144
1915-10-01,65.7,-102.27149122807022
1915-11-01,256.4,86.21594827586216
1915-12-01,329.0,177.85341880341883
1916-01-01,,
1916-02-01,,
1916-03-01,,
1916-04-01,,
1916-05-01,,
1916-06-01,,
1916-07-01,,
1916-08-01,,
1916-09-01,,
1916-10-01,,
1916-11-01,,
1916-12-01,,
1917-01-01,,
1917-02-01,,
1917-03-01,,
1917-04-01,,
1917-05-01,,
1917-06-01,,
1917-07-01,,
1917-08-01,,
1917-09-01,,
1917-10-01,,
1917-11-01,,
1917-12-01,,
1918-01-01,,
1918-02-01,,
1918-03-01,,
1918-04-01,,
1918-05-01,,
1918-06-01,,
1918-07-01,,
1918-08-01,,
1918-09-01,,
1918-10-01,,
1918-11-01,,
1918-12-01,,
1919-01-01,,
1919-02-01,,
1919-03-01,,
1919-04-01,,
1919-05-01,,
1919-06-01,,
1919-07-01,,
1919-08-01,,
1919-09-01,,
1919-10-01,,
1919-11-01,,
1919-12-01,,
1920-01-01,322.9,197.63151260504196
1920-02-01,183.4,71.96016949152539
1920-03-01,238.7,123.03898305084748
1920-04-01,189.9,97.06465517241382
1920-05-01,14.4,-73.01782608695653
1920-06-01,0.0,-64.5293103448276
1920-07-01,,
1920-08-01,,
1920-09-01,,
1920-10-01,,
1920-11-01,,
1920-12-01,79.8,-71.34658119658117
1921-01-01,55.7,-69.56848739495803
1921-02-01,,
1921-03-01,,
1921-04-01,,
1921-05-01,166.8,79.38217391304347
1921-06-01,65.0,0.4706896551723929
1921-07-01,30.7,-6.291379310344826
1921-08-01,75.9,23.676521739130436
1921-09-01,28.7,-80.85789473684214
1921-10-01,36.7,-131.2714912280702
1921-11-01,23.6,-146.58405172413782
1921-12-01,27.4,-123.74658119658116
1922-01-01,71.4,-53.868487394958024
1922-02-01,75.4,-36.03983050847461
1922-03-01,165.9,50.238983050847494
1922-04-01,146.0,53.164655172413816
1922-05-01,39.8,-47.61782608695654
1922-06-01,26.9,-37.62931034482761
1922-07-01,0.0,-36.991379310344826
1922-08-01,47.3,-4.923478260869572
1922-09-01,193.8,84.24210526315787
1922-10-01,245.8,77.82850877192979
1922-11-01,89.7,-80.48405172413781
1922-12-01,337.5,186.35341880341883
1923-01-01,17.5,-107.76848739495803
1923-02-01,211.6,100.16016949152538
1923-03-01,33.9,-81.76101694915252
1923-04-01,,
1923-05-01,31.4,-56.01782608695654
1923-06-01,51.8,-12.72931034482761
1923-07-01,0.5,-36.491379310344826
1923-08-01,32.0,-20.22347826086957
1923-09-01,144.6,35.04210526315785
1923-10-01,17.6,-150.37149122807023
1923-11-01,279.6,109.4159482758622
1923-12-01,114.9,-36.24658119658116
1924-01-01,155.4,30.131512605041976
1924-02-01,93.6,-17.83983050847462
1924-03-01,115.2,-0.46101694915250846
1924-04-01,59.2,-33.63534482758618
1924-05-01,87.1,-0.31782608695654346
1924-06-01,59.4,-5.1293103448276085
1924-07-01,37.5,0.5086206896551744
1924-08-01,,
1924-09-01,0.0,-109.55789473684214
1924-10-01,157.2,-10.771491228070232
1924-11-01,18.4,-151.7840517241378
1924-12-01,106.2,-44.946581196581164
1925-01-01,80.9,-44.368487394958024
1925-02-01,203.7,92.26016949152537
1925-03-01,68.9,-46.761016949152506
1925-04-01,67.4,-25.435344827586178
1925-05-01,57.3,-30.11782608695654
1925-06-01,44.1,-20.429310344827606
1925-07-01,21.2,-15.791379310344826
1925-08-01,22.4,-29.82347826086957
1925-09-01,,
1925-10-01,30.1,-137.87149122807023
1925-11-01,168.9,-1.2840517241378109
1925-12-01,150.6,-0.5465811965811724
1926-01-01,145.5,20.23151260504197
1926-02-01,188.1,76.66016949152538
1926-03-01,43.2,-72.46101694915251
1926-04-01,91.0,-1.8353448275861837
1926-05-01,147.5,60.08217391304346
1926-06-01,56.2,-8.329310344827604
1926-07-01,8.0,-28.991379310344826
1926-08-01,17.0,-35.22347826086957
1926-09-01,,
1926-10-01,149.1,-18.871491228070226
1926-11-01,318.4,148.21594827586216
1926-12-01,111.4,-39.74658119658116
1927-01-01,173.2,47.93151260504196
1927-02-01,128.8,17.360169491525397
1927-03-01,177.0,61.33898305084749
1927-04-01,17.6,-75.23534482758618
1927-05-01,47.3,-40.11782608695654
1927-06-01,24.8,-39.72931034482761
1927-07-01,9.8,-27.191379310344825
1927-08-01,0.9,-51.32347826086957
1927-09-01,164.3,54.74210526315787
1927-10-01,99.6,-68.37149122807023
1927-11-01,149.3,-20.884051724137805
1927-12-01,229.2,78.05341880341882
1928-01-01,86.7,-38.56848739495803
1928-02-01,25.8,-85.63983050847462
1928-03-01,180.1,64.43898305084748
1928-04-01,80.4,-12.435344827586178
1928-05-01,37.8,-49.61782608695654
1928-06-01,20.0,-44.52931034482761
1928-07-01,24.1,-12.891379310344824
1928-08-01,24.0,-28.22347826086957
1928-09-01,243.5,133.94210526315786
1928-10-01,176.2,8.228508771929768
1928-11-01,243.7,73.51594827586217
1928-12-01,68.2,-82.94658119658116
1929-01-01,121.5,-3.7684873949580293
1929-02-01,2.8,-108.63983050847462
1929-03-01,0.0,-115.66101694915251
1929-04-01,14.6,-78.23534482758619
1929-05-01,,
1929-06-01,,
1929-07-01,,
1929-08-01,,
1929-09-01,,
1929-10-01,,
1929-11-01,,
1929-12-01,,
1930-01-01,,
1930-02-01,,
1930-03-01,,
1930-04-01,,
1930-05-01,,
1930-06-01,,
1930-07-01,,
1930-08-01,,
1930-09-01,,
1930-10-01,,
1930-11-01,,
1930-12-01,,
1931-01-01,,
1931-02-01,,
1931-03-01,,
1931-04-01,,
1931-05-01,,
1931-06-01,,
1931-07-01,,
1931-08-01,,
1931-09-01,,
1931-10-01,,
1931-11-01,,
1931-12-01,,
1932-01-01,65.1,-60.168487394958035
1932-02-01,13.5,-97.93983050847461
1932-03-01,198.0,82.33898305084749
1932-04-01,48.2,-44.63534482758618
1932-05-01,187.5,100.08217391304346
1932-06-01,58.9,-5.6293103448276085
1932-07-01,143.6,106.60862068965517
1932-08-01,2.9,-49.32347826086957
1932-09-01,176.8,67.24210526315787
1932-10-01,158.7,-9.271491228070232
1932-11-01,89.7,-80.48405172413781
1932-12-01,151.4,0.25341880341883893
1933-01-01,150.2,24.93151260504196
1933-02-01,52.8,-58.63983050847462
1933-03-01,124.1,8.438983050847483
1933-04-01,46.0,-46.835344827586184
1933-05-01,104.7,17.282173913043465
1933-06-01,117.6,53.07068965517239
1933-07-01,15.8,-21.191379310344825
1933-08-01,1.0,-51.22347826086957
1933-09-01,40.3,-69.25789473684215
1933-10-01,219.2,51.22850877192977
1933-11-01,129.0,-41.18405172413782
1933-12-01,158.1,6.953418803418828
1934-01-01,97.6,-27.668487394958035
1934-02-01,59.8,-51.63983050847462
1934-03-01,229.8,114.1389830508475
1934-04-01,109.6,16.76465517241381
1934-05-01,54.2,-33.217826086956535
1934-06-01,47.9,-16.62931034482761
1934-07-01,4.7,-32.29137931034482
1934-08-01,44.3,-7.923478260869572
1934-09-01,62.9,-46.657894736842145
1934-10-01,201.2,33.22850877192977
1934-11-01,343.5,173.31594827586218
1934-12-01,287.5,136.35341880341883
1935-01-01,71.4,-53.868487394958024
1935-02-01,76.4,-35.03983050847461
1935-03-01,40.4,-75.26101694915252
1935-04-01,74.8,-18.035344827586187
1935-05-01,115.4,27.982173913043468
1935-06-01,14.6,-49.929310344827606
1935-07-01,10.8,-26.191379310344825
1935-08-01,59.6,7.376521739130432
1935-09-01,40.8,-68.75789473684215
1935-10-01,239.2,71.22850877192977
1935-11-01,249.8,79.6159482758622
1935-12-01,234.4,83.25341880341884
1936-01-01,260.2,134.93151260504197
1936-02-01,176.2,64.76016949152537
1936-03-01,144.2,28.538983050847477
1936-04-01,211.0,118.16465517241382
1936-05-01,159.6,72.18217391304346
1936-06-01,38.4,-26.12931034482761
1936-07-01,37.6,0.6086206896551758
1936-08-01,14.0,-38.22347826086957
1936-09-01,96.2,-13.357894736842141
1936-10-01,146.0,-21.97149122807022
1936-11-01,78.2,-91.98405172413781
1936-12-01,40.2,-110.94658119658116
1937-01-01,189.6,64.33151260504197
1937-02-01,105.4,-6.0398305084746085
1937-03-01,308.6,192.93898305084753
1937-04-01,150.2,57.364655172413805
1937-05-01,81.6,-5.8178260869565435
1937-06-01,60.6,-3.9293103448276057
1937-07-01,22.6,-14.391379310344824
1937-08-01,84.8,32.57652173913043
1937-09-01,169.4,59.84210526315786
1937-10-01,193.2,25.228508771929768
1937-11-01,152.0,-18.184051724137817
1937-12-01,183.8,32.653418803418845
1938-01-01,67.4,-57.868487394958024
1938-02-01,14.6,-96.83983050847462
1938-03-01,7.5,-108.16101694915251
1938-04-01,46.8,-46.03534482758619
1938-05-01,124.8,37.38217391304346
1938-06-01,38.0,-26.529310344827607
1938-07-01,10.6,-26.391379310344824
1938-08-01,32.4,-19.82347826086957
1938-09-01,148.2,38.642105263157845
1938-10-01,104.4,-63.571491228070215
1938-11-01,100.8,-69.38405172413782
1938-12-01,88.6,-62.54658119658117
1939-01-01,231.8,106.53151260504198
1939-02-01,21.0,-90.43983050847461
1939-03-01,49.0,-66.66101694915251
1939-04-01,60.6,-32.23534482758618
1939-05-01,171.0,83.58217391304346
1939-06-01,18.8,-45.72931034482761
1939-07-01,4.4,-32.59137931034483
1939-08-01,87.2,34.97652173913043
1939-09-01,116.2,6.642105263157859
1939-10-01,214.6,46.62850877192977
1939-11-01,81.2,-88.98405172413781
1939-12-01,145.4,-5.746581196581161
1940-01-01,23.0,-102.26848739495803
1940-02-01,145.0,33.560169491525386
1940-03-01,60.8,-54.861016949152514
1940-04-01,13.4,-79.43534482758618
1940-05-01,142.6,55.18217391304346
1940-06-01,137.8,73.2706896551724
1940-07-01,68.8,31.80862068965517
1940-08-01,17.4,-34.82347826086957
1940-09-01,19.0,-90.55789473684214
1940-10-01,179.6,11.628508771929774
1940-11-01,224.2,54.01594827586217
1940-12-01,2.0,-149.14658119658117
1941-01-01,187.8,62.53151260504198
1941-02-01,226.6,115.16016949152538
1941-03-01,126.0,10.338983050847489
1941-04-01,148.4,55.56465517241382
1941-05-01,293.2,205.78217391304344
1941-06-01,81.8,17.27068965517239
1941-07-01,21.0,-15.991379310344826
1941-08-01,7.0,-45.22347826086957
1941-09-01,59.3,-50.25789473684215
1941-10-01,105.9,-62.071491228070215
1941-11-01,109.9,-60.28405172413781
1941-12-01,72.2,-78.94658119658116
1942-01-01,59.6,-65.66848739495802
1942-02-01,77.6,-33.83983050847462
1942-03-01,99.0,-16.66101694915251
1942-04-01,82.6,-10.23534482758619
1942-05-01,84.0,-3.417826086956538
1942-06-01,107.4,42.8706896551724
1942-07-01,30.6,-6.391379310344824
1942-08-01,17.0,-35.22347826086957
1942-09-01,142.0,32.442105263157856
1942-10-01,96.6,-71.37149122807023
1942-11-01,51.2,-118.98405172413781
1942-12-01,224.0,72.85341880341883
1943-01-01,126.2,0.9315126050419735
1943-02-01,75.2,-36.23983050847461
1943-03-01,27.0,-88.66101694915251
1943-04-01,37.8,-55.03534482758619
1943-05-01,69.7,-17.717826086956535
1943-06-01,5.7,-58.829310344827604
1943-07-01,34.0,-2.9913793103448256
1943-08-01,23.8,-28.42347826086957
1943-09-01,93.7,-15.857894736842141
1943-10-01,91.2,-76.77149122807022
1943-11-01,102.0,-68.18405172413782
1943-12-01,178.0,26.853418803418833
1944-01-01,63.0,-62.26848739495803
1944-02-01,80.4,-31.03983050847461
1944-03-01,35.0,-80.66101694915251
1944-04-01,33.0,-59.835344827586184
1944-05-01,59.4,-28.01782608695654
1944-06-01,49.4,-15.129310344827609
1944-07-01,41.0,4.008620689655174
1944-08-01,46.8,-5.423478260869572
1944-09-01,59.2,-50.35789473684214
1944-10-01,151.8,-16.17149122807021
1944-11-01,76.4,-93.78405172413781
1944-12-01,75.4,-75.74658119658116
1945-01-01,65.2,-60.06848739495803
1945-02-01,38.8,-72.63983050847462
1945-03-01,22.6,-93.0610169491525
1945-04-01,,
1945-05-01,,
1945-06-01,0.0,-64.5293103448276
1945-07-01,0.0,-36.991379310344826
1945-08-01,31.8,-20.42347826086957
1945-09-01,14.8,-94.75789473684215
1945-10-01,89.8,-78.17149122807022
1945-11-01,31.8,-138.3840517241378
1945-12-01,115.1,-36.04658119658117
1946-01-01,51.9,-73.36848739495804
1946-02-01,7.0,-104.43983050847461
1946-03-01,162.6,46.93898305084748
1946-04-01,55.8,-37.03534482758619
1946-05-01,167.0,79.58217391304346
1946-06-01,46.4,-18.12931034482761
1946-07-01,24.2,-12.791379310344826
1946-08-01,19.8,-32.42347826086957
1946-09-01,16.6,-92.95789473684215
1946-10-01,24.6,-143.37149122807023
1946-11-01,90.4,-79.78405172413781
1946-12-01,41.0,-110.14658119658117
1947-01-01,84.6,-40.668487394958035
1947-02-01,356.9,245.46016949152536
1947-03-01,184.0,68.33898305084749
1947-04-01,53.7,-39.13534482758618
1947-05-01,82.9,-4.517826086956532
1947-06-01,15.6,-48.929310344827606
1947-07-01,1.6,-35.391379310344824
1947-08-01,23.0,-29.22347826086957
1947-09-01,245.0,135.44210526315786
1947-10-01,162.0,-5.971491228070221
1947-11-01,71.9,-98.28405172413781
1947-12-01,128.7,-22.446581196581178
1948-01-01,240.3,115.03151260504198
1948-02-01,23.1,-88.33983050847462
1948-03-01,0.0,-115.66101694915251
1948-04-01,78.6,-14.23534482758619
1948-05-01,102.8,15.38217391304346
1948-06-01,34.7,-29.829310344827604
1948-07-01,52.2,15.208620689655177
1948-08-01,50.0,-2.2234782608695696
1948-09-01,131.4,21.842105263157862
1948-10-01,239.5,71.52850877192978
1948-11-01,72.6,-97.58405172413782
1948-12-01,137.0,-14.146581196581167
1949-01-01,108.0,-17.26848739495803
1949-02-01,11.6,-99.83983050847462
1949-03-01,152.0,36.33898305084749
1949-04-01,55.2,-37.63534482758618
1949-05-01,122.6,35.18217391304346
1949-06-01,123.8,59.27068965517239
1949-07-01,2.6,-34.391379310344824
1949-08-01,19.0,-33.22347826086957
1949-09-01,149.8,40.24210526315787
1949-10-01,393.4,225.42850877192976
1949-11-01,465.4,295.21594827586216
1949-12-01,101.2,-49.946581196581164
1950-01-01,30.0,-95.26848739495803
1950-02-01,221.6,110.16016949152538
1950-03-01,59.6,-56.06101694915251
1950-04-01,166.8,73.96465517241383
1950-05-01,43.0,-44.41782608695654
1950-06-01,67.0,2.470689655172393
1950-07-01,0.0,-36.991379310344826
1950-08-01,117.8,65.57652173913043
1950-09-01,114.6,5.0421052631578505
1950-10-01,138.4,-29.571491228070215
1950-11-01,190.2,20.015948275862172
1950-12-01,199.4,48.25341880341884
1951-01-01,265.3,140.031512605042
1951-02-01,373.4,261.96016949152533
1951-03-01,197.25,81.58898305084749
1951-04-01,40.5,-52.335344827586184
1951-05-01,122.7,35.282173913043465
1951-06-01,28.9,-35.62931034482761
1951-07-01,14.5,-22.491379310344826
1951-08-01,40.8,-11.423478260869572
1951-09-01,60.6,-48.95789473684214
1951-10-01,143.75,-24.22149122807022
1951-11-01,189.8,19.615948275862195
1951-12-01,179.5,28.353418803418833
1952-01-01,125.6,0.331512605041965
1952-02-01,75.65,-35.78983050847461
1952-03-01,40.6,-75.0610169491525
1952-04-01,100.8,7.9646551724138135
1952-05-01,74.4,-13.017826086956532
1952-06-01,22.8,-41.72931034482761
1952-07-01,119.6,82.60862068965517
1952-08-01,261.85,209.62652173913045
1952-09-01,199.75,90.19210526315786
1952-10-01,274.7,106.72850877192977
1952-11-01,261.7,91.51594827586217
1952-12-01,229.45,78.30341880341882
1953-01-01,31.15,-94.11848739495804
1953-02-01,46.85,-64.58983050847462
1953-03-01,18.2,-97.46101694915251
1953-04-01,80.4,-12.435344827586178
1953-05-01,62.2,-25.217826086956535
1953-06-01,73.2,8.670689655172396
1953-07-01,62.6,25.608620689655176
1953-08-01,24.6,-27.623478260869568
1953-09-01,97.2,-12.357894736842141
1953-10-01,318.54999999999995,150.57850877192973
1953-11-01,35.9,-134.2840517241378
1953-12-01,181.5,30.353418803418833
1954-01-01,96.0,-29.26848739495803
1954-02-01,111.1,-0.3398305084746198
1954-03-01,114.25,-1.4110169491525113
1954-04-01,163.45,70.6146551724138
1954-05-01,112.5,25.082173913043462
1954-06-01,33.05,-31.47931034482761
1954-07-01,56.2,19.208620689655177
1954-08-01,115.4,63.176521739130436
1954-09-01,49.4,-60.157894736842145
1954-10-01,183.45,15.478508771929768
1954-11-01,227.4,57.21594827586219
1954-12-01,175.5,24.353418803418833
1955-01-01,139.2,13.93151260504196
1955-02-01,235.8,124.3601694915254
1955-03-01,85.0,-30.66101694915251
1955-04-01,0.4,-92.43534482758618
1955-05-01,73.6,-13.817826086956543
1955-06-01,54.8,-9.72931034482761
1955-07-01,39.8,2.8086206896551715
1955-08-01,15.7,-36.52347826086957
1955-09-01,57.3,-52.25789473684215
1955-10-01,124.1,-43.87149122807023
1955-11-01,125.5,-44.68405172413782
1955-12-01,246.8,95.65341880341884
1956-01-01,165.5,40.23151260504197
1956-02-01,43.85,-67.58983050847462
1956-03-01,77.6,-38.06101694915252
1956-04-01,213.65,120.81465517241382
1956-05-01,60.65,-26.76782608695654
1956-06-01,57.1,-7.429310344827606
1956-07-01,25.4,-11.591379310344827
1956-08-01,11.0,-41.22347826086957
1956-09-01,82.4,-27.157894736842138
1956-10-01,72.35,-95.62149122807023
1956-11-01,110.2,-59.984051724137814
1956-12-01,95.85,-55.29658119658117
1957-01-01,136.8,11.531512605041982
1957-02-01,149.4,37.96016949152539
1957-03-01,68.4,-47.261016949152506
1957-04-01,122.4,29.564655172413822
1957-05-01,120.6,33.18217391304346
1957-06-01,47.2,-17.329310344827604
1957-07-01,59.4,22.408620689655173
1957-08-01,13.8,-38.42347826086957
1957-09-01,40.0,-69.55789473684214
1957-10-01,75.4,-92.57149122807022
1957-11-01,227.4,57.21594827586219
1957-12-01,157.4,6.253418803418839
1958-01-01,92.8,-32.46848739495803
1958-02-01,54.2,-57.23983050847461
1958-03-01,83.0,-32.66101694915251
1958-04-01,118.0,25.164655172413816
1958-05-01,34.8,-52.61782608695654
1958-06-01,84.85,20.320689655172387
1958-07-01,24.9,-12.091379310344827
